SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 111,0,EQUIP28,3,-7.3317,7.41,10/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 111,-1.25,EQUIP28,5,-7.3274,7.5791,10/10/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0175,CORE2 C 04. D-01,POWER1,-1.25
SALES 111,-1.5,EQUIP2,1,-7.3406,7.5972,10/10/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0200,CORE2 C 04. A-02,POWER1,-1.5
SALES 111,-2,EQUIP2,3,-7.3373,7.7167,10/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2.12
SALES 111,-2,EQUIP2,4,-7.3231,7.6978,10/8/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0275,CORE2 C 04. D-02,POWER1,-2.12
SALES 111,-2.5,EQUIP2,5,-7.3177,7.7584,10/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0325,CORE2 C 04. B-03,POWER1,-2.25
SALES 111,-2.75,EQUIP2,7,-7.3257,7.7908,10/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0350,CORE2 C 04. C-03,POWER1,-2.62
SALES 112,0,EQUIP14,6,-6.464,6.5434,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 112,-1.75,EQUIP25,4,-6.4847,6.7879,10/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.87
SALES 76,-1.75,EQUIP16,3,-6.4626,6.7718,11/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-1.75
SALES 76,-3,EQUIP31,7,-6.504,7.0921,11/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3
SALES 76,-4.25,EQUIP16,4,-6.339,7.0679,11/27/2020,,,CORE1 B 02. 0550,CORE1 B 01. OK+1,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 76,-5.75,EQUIP31,5,-6.4927,7.5396,11/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0975,CORE1 A 08. D-09,POWER1,-5.5
SALES 76,-7,EQUIP16,2,-6.3582,7.5731,11/27/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-6.87
SALES 78,-1.5,EQUIP11,3,-7.3484,7.8837,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+1,CORE2 C 04. M0225,CORE2 C 04. B-02,POWER1,-1.5
SALES 79,-6,EQUIP25,1,-7.3473,8.4895,9/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+1,CORE2 C 04. M0850,CORE2 C 04. C-08,POWER1,-6.25
SALES 79,-6.5,EQUIP25,5,-7.34,8.5492,9/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0900,CORE2 C 04. A-09,POWER1,-6.5
SALES 79,-7,EQUIP25,7,-7.3658,8.7191,10/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+2,CORE2 C 04. M1000,CORE2 C 04. A-10,POWER1,-7
SALES 79,-8.5,EQUIP14,6,-7.3426,9.0504,1/9/2021,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M1200,CORE2 C 04. A-12,POWER1,-8.75
SALES 79,-9.5,EQUIP25,7,-7.3532,9.3108,9/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+2,CORE2 C 04. M1350,CORE2 C 04. C-13,POWER1,-9.37
SALES 81,-1,EQUIP28,5,-7.3297,7.5563,9/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-1.12
SALES 81,-2.75,EQUIP28,8,-7.3281,7.8158,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0375,CORE2 C 04. D-03,POWER1,-2.75
SALES 124,-3.25,EQUIP28,4,-7.3515,7.8815,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0425,CORE2 C 04. B-04,POWER1,-3.25
SALES 82,-2,EQUIP34,1,-7.3335,7.5165,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-1,CORE2 C 04. M0250,CORE2 C 04. C-02,POWER1,-2
SALES 82,-2.5,EQUIP34,4,-7.3467,8.0258,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-2,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2.5
SALES 82,-4,EQUIP34,4,-7.3214,7.945,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0475,CORE2 C 04. D-04,POWER1,-4
SALES 83,-0.5,EQUIP25,5,-7.325,7.441,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+1,CORE2 C 04. M0075,CORE2 C 04. D-00,POWER1,-0.25
SALES 83,-1,EQUIP25,3,-7.3307,7.4456,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0100,CORE2 C 04. A-01,POWER1,-1
SALES 83,-3.5,EQUIP25,2,-7.3394,7.9929,8/28/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+1,CORE2 C 04. M0500,CORE2 C 04. A-05,POWER1,-3.5
SALES 83,-3.75,EQUIP25,2,-7.3496,7.4472,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+1,CORE2 C 04. M0525,CORE2 C 04. B-05,POWER1,-3.75
SALES 83,-4.25,EQUIP25,5,-7.3488,8.0826,8/28/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0575,CORE2 C 04. D-05,POWER1,-4.25
SALES 83,-4.5,EQUIP25,7,-7.3462,8.1514,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+1,CORE2 C 04. M0625,CORE2 C 04. B-06,POWER1,-4.5
SALES 83,-5.75,EQUIP3,4,-7.3412,8.41,9/24/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0800,CORE2 C 04. A-08,POWER1,-5.75
SALES 84,0,EQUIP34,8,-7.325,7.452,9/2/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 84,0,EQUIP3,2,-7.3559,7.3872,9/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 84,-1,EQUIP3,5,-7.3124,7.4912,9/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0100,CORE2 C 04. A-01,POWER1,-0.87
SALES 114,0,EQUIP1,2,-6.5082,6.5881,10/14/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,-0.25
SALES 114,0,EQUIP29,5,-6.534,6.609,10/13/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,-0.12
SALES 114,0,EQUIP29,7,-6.5369,6.6229,10/13/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,0
SALES 114,0,EQUIP29,3,-6.5421,6.5862,9/29/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK-1,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,-0.12
SALES 114,0,EQUIP29,3,-6.5407,6.6292,10/13/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK+2,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,0
SALES 114,0,EQUIP29,6,-6.5313,6.5955,10/10/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,-0.12
SALES 114,0,EQUIP1,8,-6.5169,6.6087,10/12/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK+0,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,-0.12
SALES 114,-1,EQUIP1,3,-6.5129,6.7217,10/8/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK+0,CORE5 E 02. M0175,CORE5 E 02. D-01,POWER1,-1
SALES 114,-1,EQUIP1,1,-6.5224,6.7185,10/9/2020,,,CORE5 E 01. 0590,CORE5 E 01. M3+1,CORE5 E 02. M0150,CORE5 E 02. C-01,POWER1,-1
SALES 21,-3,EQUIP32,3,-6.3761,6.9131,2/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+3,CORE1 B 02. M0550,CORE1 B 02. C-05,POWER1,-3.12
SALES 21,-4.5,EQUIP16,8,-6.3661,7.1381,2/24/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.62
SALES 21,-5.25,EQUIP4,2,-6.3704,7.2788,1/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.25
SALES 21,-5.5,EQUIP4,2,-6.3696,7.3311,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.5
SALES 21,-5.5,EQUIP4,5,-6.3773,7.3635,1/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-5.62
SALES 22,-4.25,EQUIP14,1,-6.3445,7.1035,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.25
SALES 22,-4.75,EQUIP14,4,-6.351,7.3271,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.75
SALES 9,-1.25,EQUIP35,8,-6.4744,6.7304,2/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0200,CORE1 A 8A. A-02,POWER1,-1.25
SALES 9,-1.75,EQUIP31,1,0,6.8047,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.75
SALES 9,-2.5,EQUIP31,6,-6.3667,7.7939,4/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-2.62
SALES 9,-2.75,EQUIP26,8,-6.5089,7.0063,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2.75
SALES 9,-3,EQUIP26,1,-6.5096,7.0402,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-2.87
SALES 9,-3,EQUIP26,1,-6.5086,7.042,1/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3
SALES 9,-3.75,EQUIP16,6,-6.4638,7.1125,2/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 9,-4.25,EQUIP4,7,-6.3591,7.0851,1/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 9,-4.5,EQUIP16,2,-6.3492,7.0776,2/19/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0700,CORE1 B 02. A-07,POWER1,-4.5
SALES 9,-6,EQUIP36,4,-7.3299,7.8963,1/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-6
SALES 9,-7.5,EQUIP36,6,-6.3551,7.7753,1/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+3,CORE1 B 02. M1300,CORE1 B 02. A-13,POWER1,-7.5
SALES 23,-4.25,EQUIP29,6,-6.3595,7.0759,1/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 23,-4.25,EQUIP29,1,-6.3492,7.0328,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+0,CORE1 B 02. M0675,CORE1 B 02. D-06,POWER1,-4.25
SALES 23,-7,EQUIP29,4,-6.3403,7.5776,1/15/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-7
SALES 35,-4.5,EQUIP27,2,-7.3339,8.1496,2/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0625,CORE2 C 04. B-06,POWER1,-4.5
SALES 58,0,EQUIP27,7,-7.3403,7.4339,1/21/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0100,CORE3 C 03. C-00,POWER1,0
SALES 58,-3.75,EQUIP27,6,-7.343,8.0359,1/30/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0550,CORE3 C 03. C-05,POWER1,-3.75
SALES 15,-3.75,EQUIP3,8,-6.3621,6.9852,4/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0625,CORE1 B 02. B-06,POWER1,-3.75
SALES 25,0,EQUIP29,6,-6.5001,6.6102,1/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,-0.25
SALES 25,0,EQUIP29,3,-6.48,6.5589,1/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 88,0,EQUIP35,2,-6.4991,6.5408,2/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 11,-4.25,EQUIP11,5,-7.342,8.087,2/7/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0600,CORE3 C 03. A-06,POWER1,-4.25
SALES 91,-3.5,EQUIP14,6,-7.3548,7.9944,1/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0500,CORE2 C 04. A-05,POWER1,-3.5
SALES 100,-1.5,EQUIP33,1,-7.3317,7.5666,1/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+1,CORE2 C 04. M0175,CORE2 C 04. C-02,POWER1,-1.5
SALES 100,-6,EQUIP33,7,-7.339,8.4239,1/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0825,CORE2 C 04. B-08,POWER1,-5.75
SALES 101,-1.5,EQUIP35,4,-6.4891,6.7654,2/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0275,CORE6 A 07. D-02,POWER1,-1.37
SALES 37,0,EQUIP18,8,-6.4563,6.5452,2/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+2,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 37,-3,EQUIP18,5,-6.4533,6.9526,2/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-3
SALES 28,-1.75,EQUIP16,4,-7.343,8.1945,1/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-1.75
SALES 33,0,EQUIP16,2,-6.4512,6.5453,1/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 33,-2.75,EQUIP16,1,-7.3529,7.907,1/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.75
SALES 33,-4.25,EQUIP18,5,-6.3499,7.0639,1/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. OK+1,CORE1 B 02. M0700,CORE1 B 02. A-07,POWER1,-4.25
SALES 33,-4.5,EQUIP18,5,-6.3648,7.0835,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. OK+1,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.5
SALES 33,-6.5,EQUIP18,7,-6.367,7.4126,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1075,CORE1 B 02. D-10,POWER1,-6.5
SALES 19,-6,EQUIP18,4,-6.3473,7.3963,1/5/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6
SALES 39,0,EQUIP16,8,-6.4722,6.5298,2/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,-0.25
SALES 54,-1.75,EQUIP16,4,-6.4721,6.7831,1/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-1.87
SALES 54,-3,EQUIP16,4,-6.4681,6.9467,1/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-3.25
SALES 46,0,EQUIP18,2,-6.5175,6.7473,1/13/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+0,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,0
SALES 46,-10,EQUIP18,8,-6.2856,8.2179,1/11/2020,,,CORE5 F 01. 0570,CORE5 F 01. OK+0,CORE5 F 02. M1650,CORE5 F 02. C-16,POWER1,-10.12
SALES 29,-4.25,EQUIP28,2,-6.3706,7.0802,3/16/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+3,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 40,-5,EQUIP18,7,-6.3711,7.208,2/15/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.75
SALES 20,-4.25,EQUIP28,3,-6.3573,7.0778,1/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+3,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 20,-5.75,EQUIP12,4,-6.3635,7.3723,2/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-5.75
SALES 84,-3.5,EQUIP3,5,-7.314,7.9074,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0450,CORE2 C 04. C-04,POWER1,-3.62
SALES 84,-4.5,EQUIP28,2,-6.4616,6.5467,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0625,CORE2 C 04. B-06,POWER1,-4.5
SALES 84,-5.25,EQUIP28,5,-6.4618,6.5408,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5.25
SALES 85,0,EQUIP1,6,-6.3602,7.5095,10/15/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0000,CORE5 E 02. A-00,POWER1,0
SALES 85,-8.5,EQUIP29,5,-6.3305,7.7974,10/17/2020,,,CORE5 F 01. 0570,CORE5 F 01. P1+0,CORE5 F 02. M1350,CORE5 F 02. C-13,POWER1,-8.25
SALES 85,-8.5,EQUIP29,7,-6.3553,7.8642,10/17/2020,,,CORE5 F 01. 0570,CORE5 F 01. P1+0,CORE5 F 02. M1400,CORE5 F 02. A-14,POWER1,-8.37
SALES 114,0,EQUIP1,7,-6.4968,6.5843,10/12/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,-0.25
SALES 114,-1,EQUIP1,2,-6.5238,6.7073,10/10/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0150,CORE5 E 02. C-01,POWER1,-1
SALES 70,0,EQUIP27,7,-7.3304,7.4305,1/16/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+2,CORE3 C 03. M0050,CORE3 C 03. C-00,POWER1,0.25
SALES 70,-4.5,EQUIP35,6,-7.3231,8.2048,1/16/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+0,CORE3 C 03. M0675,CORE3 C 03. D-06,POWER1,-4.5
SALES 21,-6,EQUIP16,3,-6.356,7.4106,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6
SALES 22,-4.5,EQUIP14,3,-6.354,7.1175,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0800,CORE1 B 02. C-07,POWER1,-4.5
SALES 22,-4.5,EQUIP14,4,-6.3535,7.1349,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.37
SALES 42,0,EQUIP13,2,-7.3381,7.4132,1/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0.12
SALES 42,0,EQUIP28,6,-7.3312,7.382,2/20/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0.12
SALES 42,-1.5,EQUIP13,3,-7.3442,7.648,1/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0225,CORE2 C 04. B-02,POWER1,-1.5
SALES 42,-5,EQUIP13,6,-7.3337,8.222,1/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0675,CORE2 C 04. D-06,POWER1,-5
SALES 42,-6,EQUIP13,2,-7.3423,8.441,1/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0800,CORE2 C 04. B-08,POWER1,-6
SALES 7,0,EQUIP1,5,-7.3254,7.4414,1/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0000,CORE2 C 04. C-00,POWER1,0
SALES 7,0,EQUIP1,7,-7.3325,7.4516,1/6/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,-0.12
SALES 7,-3.5,EQUIP1,6,-7.3391,8.053,1/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0475,CORE2 C 04. D-04,POWER1,-3.37
SALES 9,-3.25,EQUIP16,7,-6.4713,7.0535,2/7/2020,,,CORE3 C 01. 0660,CORE3 C 01. OK-1,CORE3 C 03. M0050,CORE3 C 03. C-00,POWER1,-3.37
SALES 9,-5.25,EQUIP26,1,-6.3615,7.1621,9/25/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0800,CORE1 B 02. A-08,POWER1,-5.25
SALES 23,-4.5,EQUIP29,8,-6.3533,7.0965,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.5
SALES 87,-5.5,EQUIP4,2,-6.3681,7.3357,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.5
SALES 11,-6,EQUIP11,1,-7.4198,8.4583,2/7/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0850,CORE3 C 03. C-08,POWER1,-6
SALES 98,0,EQUIP33,7,-7.3507,7.4596,1/15/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,-0.25
SALES 134,-3.25,EQUIP29,7,-6.5088,7.0923,1/29/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.12
SALES 28,-5,EQUIP16,3,-6.3425,7.0025,1/15/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0850,CORE1 B 02. C-08,POWER1,-5.12
SALES 33,0,EQUIP16,2,-6.4524,6.5475,1/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,-0.12
SALES 33,-3.5,EQUIP18,3,-6.3686,6.9573,1/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. OK+1,CORE1 B 02. M0600,CORE1 B 02. A-06,POWER1,-3.5
SALES 33,-4,EQUIP18,1,-6.3451,7.0051,1/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. OK+1,CORE1 B 02. M0650,CORE1 B 02. C-06,POWER1,-4
SALES 33,-5.5,EQUIP16,3,-7.3394,7.6558,1/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.62
SALES 54,-3.75,EQUIP16,6,-6.4646,7.0544,1/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3.75
SALES 45,-3.25,EQUIP18,3,-6.313,6.8493,1/16/2020,,,CORE5 F 01. 0570,CORE5 F 01. OK+0,CORE5 F 02. M0525,CORE5 F 02. B-05,POWER1,-3.25
SALES 29,-2.5,EQUIP18,5,-6.4764,7.3004,2/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-2.5
SALES 20,-4.75,EQUIP12,8,-6.3609,7.1877,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.75
SALES 20,-6,EQUIP12,5,-6.3507,7.4189,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6
SALES 20,-6.5,EQUIP12,7,-6.3559,7.5104,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M1100,CORE1 B 02. A-11,POWER1,-6.5
SALES 20,-7,EQUIP12,2,-6.3417,7.5907,1/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-7
SALES 70,-2.25,EQUIP35,3,-7.3391,7.7974,1/17/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0375,CORE3 C 03. D-03,POWER1,-2.25
